Soil Moisture [RH%],Soil Temperature [C],Environmental Temperature [ C],Environmental Humidity [RH %],Weather Forecast Rainfall [mm],Crop Data Evapotranspiration [mm],Irrigation_Decision
31.96,23.7,35.2,40.0,0.0,0.44,2
31.96,23.6,34.2,45.0,0.0,0.44,2
31.96,23.6,32.4,48.0,0.0,0.45,2
31.96,23.6,31.0,52.5,0.0,0.45,2
32.03,23.5,30.2,55.0,0.0,0.45,2
32.03,23.5,32.1,51.0,0.0,0.45,2
32.09,23.4,33.2,49.5,0.0,0.45,2
32.09,23.4,33.1,48.5,0.0,0.45,2
32.09,23.3,33.0,51.5,0.0,0.31,2
32.09,23.3,32.8,53.5,0.0,0.31,2
32.09,23.2,32.6,52.0,0.0,0.31,2
32.09,23.2,31.8,52.0,0.0,0.31,2
32.16,23.1,31.3,54.5,0.0,0.31,2
32.16,23.1,31.1,54.0,0.0,0.31,2
31.74,23.1,30.1,56.5,0.0,0.21,2
30.86,23.1,29.1,58.0,0.0,0.21,2
30.26,23.1,28.3,61.0,0.0,0.21,2
29.81,23.1,27.7,61.5,0.0,0.21,2
29.56,23.1,27.2,61.0,0.0,0.21,2
29.36,23.1,26.6,63.5,0.0,0.21,2
29.1,23.1,26.2,65.0,0.0,0.08,2
28.92,23.1,25.8,68.0,0.0,0.08,2
28.78,23.1,25.2,69.0,0.0,0.08,2
28.65,23.1,24.9,68.5,0.0,0.08,2
28.47,23.2,24.7,71.5,0.0,0.08,2
28.35,23.2,24.4,73.0,0.0,0.08,2
28.28,23.2,24.1,73.5,0.0,0.02,2
28.22,23.2,23.9,75.5,0.0,0.02,2
28.17,23.2,23.5,76.0,0.0,0.02,2
28.1,23.2,23.1,76.5,0.0,0.02,2
28.03,23.2,22.9,76.5,0.0,0.02,2
27.98,23.2,23.1,73.0,0.0,0.02,2
27.86,23.2,22.8,74.0,0.0,0.0,2
27.86,23.2,22.5,76.0,0.0,0.0,2
27.79,23.3,22.1,75.5,0.0,0.0,2
27.72,23.3,22.1,76.5,0.0,0.0,2
27.67,23.3,22.0,74.0,0.0,0.0,2
27.67,23.3,22.0,77.5,0.0,0.0,2
27.67,23.3,21.8,78.5,0.0,0.0,2
27.67,23.3,21.8,79.5,0.0,0.0,2
27.6,23.3,21.8,77.5,0.0,0.0,2
27.55,23.3,21.6,79.0,0.0,0.0,2
27.55,23.3,21.3,80.0,0.0,0.0,2
27.55,23.3,21.1,81.0,0.0,0.0,2
27.48,23.3,20.9,81.5,0.0,0.0,2
27.43,23.3,20.8,81.0,0.0,0.0,2
27.43,23.3,20.7,81.0,0.0,0.0,2
27.43,23.3,20.4,82.0,0.0,0.0,2
27.36,23.3,20.3,81.0,0.0,0.0,2
27.36,23.3,20.6,75.5,0.0,0.0,2
27.36,23.3,20.5,76.5,0.0,0.0,2
28.28,23.3,20.5,77.5,0.0,0.0,0
27.79,23.3,20.1,78.0,0.0,0.0,2
27.98,23.3,20.3,74.0,0.0,0.0,2
28.22,23.3,20.5,70.5,0.0,0.0,2
27.48,23.3,20.3,70.5,0.0,0.0,2
27.55,23.3,20.4,66.0,0.0,0.0,2
27.67,23.3,20.4,68.5,0.0,0.0,2
27.72,23.3,20.3,66.0,0.0,0.0,2
27.6,23.3,20.8,63.5,0.0,0.0,2
27.55,23.3,20.4,65.0,0.0,0.0,2
27.48,23.3,20.1,64.0,0.0,0.0,2
27.48,23.3,20.2,66.0,0.0,0.0,2
27.48,23.3,19.8,66.5,0.0,0.0,2
27.43,23.2,19.8,69.5,0.0,0.0,2
27.48,23.2,19.5,74.5,0.0,0.0,2
27.48,23.2,19.1,77.5,0.0,0.0,2
27.43,23.2,18.7,78.5,0.0,0.0,2
27.98,23.2,18.3,78.5,0.0,0.0,2
27.48,23.2,18.0,80.0,0.0,0.0,2
27.43,23.2,18.0,81.5,0.0,0.0,2
27.48,23.2,18.6,80.5,0.0,0.0,2
27.43,23.2,18.7,79.5,0.0,0.0,2
27.86,23.2,18.5,80.0,0.0,0.0,2
27.36,23.2,18.2,83.0,0.0,0.0,2
27.31,23.1,17.9,82.0,0.0,0.0,2
27.43,23.1,17.9,83.0,0.0,0.0,0
27.36,23.1,17.9,82.5,0.0,0.0,2
27.31,23.1,18.2,80.0,0.0,0.0,2
27.31,23.1,18.5,78.5,0.0,0.0,2
27.36,23.1,19.2,76.5,0.0,0.0,2
27.36,23.1,20.0,74.0,0.0,0.0,2
27.14,23.0,20.7,67.5,0.0,0.0,2
27.19,23.0,21.9,65.0,0.0,0.0,2
27.19,23.0,23.0,62.0,0.0,0.0,2
27.14,23.0,23.4,59.5,0.0,0.0,2
27.14,23.0,23.8,58.5,0.0,0.02,2
27.14,23.0,23.9,59.0,0.0,0.02,2
27.14,23.0,24.8,55.5,0.0,0.02,2
27.19,22.9,25.6,55.5,0.0,0.02,2
27.31,22.9,25.5,54.0,0.0,0.02,2
27.43,22.9,25.3,55.0,0.0,0.02,0
27.36,22.9,25.4,59.0,0.0,0.07,2
27.43,22.9,26.3,55.0,0.0,0.07,0
27.43,22.9,26.6,56.0,0.0,0.07,2
27.36,22.8,28.0,53.0,0.0,0.07,2
27.36,22.8,28.9,53.0,0.0,0.07,2
27.36,22.8,29.1,51.0,0.0,0.07,2
27.36,22.8,29.7,51.0,0.0,0.17,2
27.31,22.9,30.7,49.0,0.0,0.17,2
27.19,22.8,31.2,49.0,0.0,0.17,2
27.02,22.8,31.4,48.5,0.0,0.17,2
27.36,22.8,31.5,48.0,0.0,0.17,2
27.31,22.8,31.5,47.5,0.0,0.17,2
27.14,22.8,32.3,47.5,0.0,0.22,2
27.19,22.9,31.3,48.0,0.0,0.22,2
27.19,22.9,30.4,48.5,0.0,0.22,2
27.14,22.9,31.0,49.5,0.0,0.22,2
27.19,22.9,31.9,45.5,0.0,0.22,2
27.14,22.9,30.9,47.0,0.0,0.22,2
27.19,22.9,31.2,47.5,0.0,0.36,2
27.14,22.9,31.7,45.5,0.0,0.36,2
27.14,23.0,32.4,45.5,0.0,0.36,2
27.31,23.0,31.8,45.5,0.0,0.36,2
27.14,23.0,31.1,46.5,0.0,0.36,2
26.84,23.0,31.1,46.5,0.0,0.36,2
26.72,23.1,31.2,48.5,0.0,0.48,2
26.65,23.1,31.6,46.0,0.0,0.48,2
26.65,23.1,32.1,46.5,0.0,0.48,2
26.9,23.1,31.9,45.5,0.0,0.48,2
26.6,23.2,32.4,44.5,0.0,0.48,2
26.6,23.2,32.7,45.0,0.0,0.48,2
26.65,23.2,32.6,45.0,0.0,0.43,2
26.6,23.2,32.8,43.0,0.0,0.43,2
26.49,23.2,32.4,43.5,0.0,0.43,2
26.49,23.3,31.9,44.5,0.0,0.43,2
26.49,23.3,32.2,44.5,0.0,0.43,2
26.42,23.3,31.7,45.0,0.0,0.43,2
26.37,23.3,31.7,44.5,0.2,0.41,2
26.42,23.4,31.4,44.5,0.2,0.41,2
26.37,23.4,31.9,45.5,0.2,0.41,2
26.37,23.4,31.9,44.5,0.2,0.41,2
26.32,23.5,32.2,43.0,0.2,0.41,2
26.32,23.5,32.2,45.0,0.2,0.41,2
26.37,23.5,32.5,43.0,0.0,0.46,2
26.6,23.5,31.5,43.5,0.0,0.46,2
26.42,23.6,31.4,44.5,0.0,0.46,2
26.49,23.6,31.7,42.0,0.0,0.46,2
26.42,23.6,31.0,43.5,0.0,0.46,2
26.6,23.6,32.2,41.5,0.0,0.46,2
26.6,23.6,32.2,41.5,0.0,0.43,2
26.49,23.7,32.4,41.0,0.0,0.43,2
26.37,23.7,32.3,42.5,0.0,0.43,2
26.32,23.7,33.0,41.5,0.0,0.43,2
26.37,23.7,31.8,42.0,0.0,0.43,2
26.37,23.7,31.4,42.5,0.0,0.43,2
26.32,23.7,31.5,42.5,0.0,0.32,2
26.37,23.8,31.1,42.5,0.0,0.32,2
26.37,23.8,31.7,42.0,0.0,0.32,2
26.19,23.8,31.3,42.5,0.0,0.32,2
26.19,23.8,30.3,44.0,0.0,0.32,2
26.42,23.8,31.4,43.0,0.0,0.32,2
26.42,23.8,31.1,42.5,0.0,0.25,2
26.49,23.8,29.6,45.5,0.0,0.25,2
26.19,23.8,30.3,45.0,0.0,0.25,2
26.19,23.8,30.3,45.0,0.0,0.25,2
26.14,23.8,28.5,47.5,0.0,0.25,2
26.19,23.8,27.7,48.5,0.0,0.25,2
26.19,23.8,28.1,48.0,0.0,0.16,2
26.37,23.9,27.6,49.0,0.0,0.16,2
26.19,23.9,27.1,50.0,0.0,0.16,2
26.19,23.9,26.4,51.0,0.0,0.16,2
26.14,23.9,26.0,52.5,0.0,0.16,2
26.19,23.9,25.7,53.0,0.0,0.16,2
26.19,23.9,25.6,54.0,0.0,0.07,2
26.19,23.9,25.3,54.0,0.0,0.07,2
26.14,23.9,25.1,54.5,0.0,0.07,2
26.09,23.8,24.9,54.5,0.0,0.07,2
26.25,23.8,24.8,54.5,0.0,0.07,2
26.14,23.8,24.7,54.5,0.0,0.07,2
26.19,23.8,24.7,54.5,0.0,0.02,2
26.09,23.8,24.5,54.5,0.0,0.02,2
26.02,23.8,24.4,55.0,0.0,0.02,2
26.09,23.8,24.2,55.0,0.0,0.02,2
26.09,23.8,24.1,56.0,0.0,0.02,2
26.09,23.8,24.0,56.0,0.0,0.02,2
26.14,23.8,24.0,56.5,0.0,0.0,2
26.09,23.8,24.0,56.5,0.0,0.0,2
26.09,23.7,24.0,57.0,0.0,0.0,2
26.09,23.7,23.9,57.5,0.0,0.0,2
26.49,23.7,23.8,58.0,0.0,0.0,2
26.09,23.7,23.8,58.0,0.0,0.0,2
26.09,23.7,23.8,58.5,0.0,0.0,2
26.02,23.7,23.8,58.5,0.0,0.0,2
26.14,23.7,23.7,59.0,0.0,0.0,2
26.02,23.6,23.7,59.0,0.0,0.0,2
25.96,23.6,23.7,59.5,0.0,0.0,2
25.96,23.6,23.6,59.5,0.0,0.0,2
25.96,23.6,23.5,60.0,0.0,0.0,2
25.86,23.6,23.3,61.0,0.0,0.0,2
25.86,23.6,23.2,61.0,0.0,0.0,2
26.02,23.6,22.9,61.5,0.0,0.0,2
26.19,23.5,22.9,62.0,0.0,0.0,2
26.02,23.5,22.9,62.5,0.0,0.0,2
25.86,23.5,22.6,63.0,0.0,0.0,2
25.86,23.5,22.5,63.5,0.0,0.0,2
25.86,23.5,22.3,64.0,0.0,0.0,2
25.86,23.5,22.3,64.0,0.0,0.0,2
25.86,23.5,22.1,64.5,0.0,0.0,2
25.86,23.5,22.0,65.0,0.0,0.0,2
25.8,23.4,21.8,66.0,0.0,0.0,2
25.75,23.4,21.3,68.5,0.0,0.0,2
25.8,23.4,21.0,68.5,0.0,0.0,2
25.8,23.4,20.7,69.5,0.0,0.0,2
25.8,23.4,20.2,73.0,0.0,0.0,2
25.75,23.4,20.0,73.0,0.0,0.0,2
25.68,23.4,20.3,72.5,0.1,0.0,2
25.68,23.3,20.3,72.5,0.1,0.0,2
25.68,23.3,19.9,73.0,0.1,0.0,2
25.62,23.3,19.7,74.5,0.1,0.0,2
25.62,23.3,19.4,76.0,0.1,0.0,2
25.62,23.3,19.1,75.5,0.1,0.0,2
25.68,23.3,18.8,77.5,0.0,0.0,2
25.62,23.3,18.4,79.0,0.0,0.0,2
25.62,23.2,18.4,79.0,0.0,0.0,2
25.62,23.2,18.6,83.0,0.0,0.0,2
25.62,23.2,18.5,82.0,0.0,0.0,2
25.62,23.2,18.4,82.0,0.0,0.0,2
25.62,23.2,18.8,88.5,0.0,0.0,2
25.68,23.2,19.4,89.0,0.0,0.0,2
25.68,23.2,19.7,88.0,0.0,0.0,2
25.62,23.1,20.0,86.5,0.0,0.0,2
25.62,23.1,20.1,86.0,0.0,0.0,2
25.57,23.1,20.3,85.5,0.0,0.0,2
25.75,23.1,20.6,84.0,0.0,0.0,2
25.68,23.1,20.8,83.0,0.0,0.0,2
25.75,23.1,21.1,82.5,0.0,0.0,2
25.68,23.0,21.6,81.5,0.0,0.0,2
25.57,23.0,21.9,79.5,0.0,0.0,2
25.57,23.0,22.1,78.5,0.0,0.0,2
25.57,23.0,22.5,78.0,0.0,0.01,2
25.57,23.0,23.1,76.5,0.0,0.01,2
25.57,23.0,23.2,75.5,0.0,0.01,2
25.57,23.0,24.0,74.5,0.0,0.01,2
25.57,22.9,25.7,69.0,0.0,0.01,2
25.57,22.9,26.2,67.5,0.0,0.01,2
25.46,22.9,26.4,67.0,0.0,0.06,2
25.46,22.9,27.4,65.0,0.0,0.06,2
25.41,22.9,28.4,61.0,0.0,0.06,2
25.46,22.9,29.4,60.0,0.0,0.06,2
25.41,22.9,29.6,56.0,0.0,0.06,2
25.41,22.9,29.5,57.0,0.0,0.06,2
25.41,22.9,29.9,54.0,0.1,0.14,2
25.41,22.9,30.7,53.5,0.1,0.14,2
25.35,22.9,31.1,53.0,0.1,0.14,2
25.35,22.9,30.7,54.5,0.1,0.14,2
25.35,22.8,30.8,53.0,0.1,0.14,2
25.46,22.9,30.7,53.0,0.1,0.14,2
25.51,22.9,31.0,52.0,0.2,0.22,2
25.46,22.9,31.3,52.5,0.2,0.22,2
27.55,22.9,31.8,51.0,0.2,0.22,0
29.49,22.9,31.7,52.5,0.2,0.22,2
30.47,22.9,32.0,48.5,0.2,0.22,2
31.21,23.0,32.3,49.0,0.2,0.22,2
31.74,23.0,32.3,48.0,0.2,0.26,2
32.09,23.0,32.0,48.5,0.2,0.26,2
32.38,23.0,32.3,50.5,0.2,0.26,2
32.24,23.0,32.4,49.0,0.2,0.26,2
32.45,23.0,32.4,50.5,0.2,0.26,2
32.5,23.0,32.6,47.0,0.2,0.26,2
32.66,23.0,32.6,48.0,0.3,0.34,2
32.87,23.0,32.9,47.0,0.3,0.34,2
32.8,23.0,33.1,47.5,0.3,0.34,2
33.02,23.0,33.0,49.0,0.3,0.34,2
33.09,23.1,33.4,46.0,0.3,0.34,2
33.09,23.1,33.3,45.5,0.3,0.34,2
33.09,23.1,33.9,48.5,0.0,0.45,2
33.09,23.1,33.8,47.0,0.0,0.45,2
33.09,23.1,34.0,44.0,0.0,0.45,2
33.22,23.1,34.1,45.5,0.0,0.45,2
33.22,23.1,34.1,45.0,0.0,0.45,2
33.29,23.1,34.1,46.5,0.0,0.45,2
33.29,23.1,34.0,42.0,0.0,0.52,2
33.37,23.1,34.5,42.0,0.0,0.52,2
33.43,23.2,34.8,43.0,0.0,0.52,2
33.37,23.2,35.3,44.0,0.0,0.52,2
33.43,23.1,35.3,43.5,0.0,0.52,2
33.43,23.2,35.2,42.0,0.0,0.52,2
33.43,23.1,35.5,40.5,0.0,0.53,2
33.37,23.1,35.3,42.5,0.0,0.53,2
33.43,23.1,35.5,43.5,0.0,0.53,2
33.43,23.1,35.9,42.0,0.0,0.53,2
33.58,23.1,34.7,45.0,0.0,0.53,2
33.73,23.1,35.8,45.5,0.0,0.53,2
33.73,23.1,36.4,42.5,0.0,0.5,2
33.58,23.1,36.2,36.0,0.0,0.5,2
33.58,23.1,35.9,35.5,0.0,0.5,2
33.58,23.1,35.6,35.0,0.0,0.5,2
33.58,23.1,35.3,32.5,0.0,0.5,2
33.58,23.1,35.3,33.0,0.0,0.5,2
33.58,23.1,35.5,33.5,0.0,0.39,2
33.58,23.1,35.1,32.5,0.0,0.39,2
33.66,23.1,34.9,34.5,0.0,0.39,2
33.58,23.0,34.4,34.0,0.0,0.39,2
33.43,23.0,34.1,34.5,0.0,0.39,2
32.59,23.0,33.2,36.0,0.0,0.39,2
32.24,23.0,32.8,37.0,0.1,0.25,2
31.68,23.0,32.4,37.0,0.1,0.25,2
31.68,23.0,31.9,38.0,0.1,0.25,2
31.13,23.0,31.5,38.5,0.1,0.25,2
31.27,23.0,31.0,38.5,0.1,0.25,2
30.66,23.0,30.3,39.0,0.1,0.25,2
30.86,23.0,29.6,40.5,0.2,0.16,2
30.47,23.1,28.2,42.5,0.2,0.16,2
30.41,23.1,27.5,44.5,0.2,0.16,2
30.33,23.1,26.9,46.5,0.2,0.16,2
30.01,23.1,26.5,48.5,0.2,0.16,2
29.94,23.1,26.1,50.0,0.2,0.16,2
29.88,23.1,25.9,51.5,0.0,0.07,2
29.94,23.1,25.6,52.5,0.0,0.07,2
29.94,23.1,25.5,53.0,0.0,0.07,2
29.81,23.1,25.4,53.5,0.0,0.07,2
29.81,23.1,25.4,54.0,0.0,0.07,2
29.75,23.1,25.4,54.0,0.0,0.07,2
29.69,23.1,25.4,55.0,0.0,0.01,2
29.62,23.1,25.1,55.5,0.0,0.01,2
29.56,23.1,25.1,56.0,0.0,0.01,2
29.49,23.1,25.1,56.5,0.0,0.01,2
29.56,23.1,25.0,56.5,0.0,0.01,2
29.43,23.1,24.8,58.0,0.0,0.01,2
29.43,23.1,24.7,58.5,0.0,0.0,2
29.16,23.1,24.7,58.5,0.0,0.0,2
29.16,23.1,24.6,58.5,0.0,0.0,2
29.1,23.1,24.6,58.5,0.0,0.0,2
29.1,23.1,24.4,58.5,0.0,0.0,2
29.03,23.1,24.3,58.5,0.0,0.0,2
29.03,23.1,24.6,58.5,0.0,0.0,2
28.97,23.1,24.7,59.0,0.0,0.0,2
28.97,23.1,25.1,59.5,0.0,0.0,2
28.92,23.1,25.0,59.5,0.0,0.0,2
28.92,23.1,24.9,59.5,0.0,0.0,2
28.97,23.1,24.7,60.5,0.0,0.0,2
29.03,23.1,24.5,61.0,0.2,0.0,2
29.03,23.1,24.5,61.0,0.2,0.0,2
29.49,23.1,24.6,61.5,0.2,0.0,2
29.49,23.1,24.7,61.5,0.2,0.0,2
28.97,23.1,24.8,61.0,0.2,0.0,2
29.36,23.1,24.8,61.5,0.2,0.0,2
28.97,23.1,24.6,62.0,0.6,0.0,2
28.72,23.1,24.7,63.0,0.6,0.0,2
28.65,23.1,24.5,63.0,0.6,0.0,2
28.72,23.1,24.3,64.5,0.6,0.0,2
28.65,23.1,23.8,66.0,0.6,0.0,2
28.65,23.0,23.5,66.0,0.6,0.0,2
28.65,23.0,23.8,65.5,0.9,0.0,2
28.53,23.0,23.8,65.5,0.9,0.0,2
28.65,23.0,23.5,67.0,0.9,0.0,2
28.53,23.0,22.9,68.0,0.9,0.0,2
28.53,23.0,22.6,69.5,0.9,0.0,2
28.53,23.0,22.4,71.0,0.9,0.0,2
28.53,23.0,21.8,72.0,0.9,0.0,2
28.47,23.0,21.5,73.0,0.9,0.0,2
28.72,23.0,21.7,73.5,0.9,0.0,2
28.65,23.0,21.7,72.5,0.9,0.0,2
28.72,23.0,21.5,73.5,0.9,0.0,2
28.53,23.0,21.5,72.0,0.9,0.0,2
28.92,23.0,21.3,73.5,0.6,0.0,2
28.65,23.0,21.5,73.0,0.6,0.0,2
28.65,23.0,21.3,74.0,0.6,0.0,2
28.53,23.0,21.4,74.5,0.6,0.0,2
28.53,22.9,21.8,74.0,0.6,0.0,2
28.53,22.9,22.8,71.5,0.6,0.0,2
29.23,22.9,23.8,69.5,1.2,0.0,2
28.65,22.9,24.3,68.0,1.2,0.0,2
28.53,22.9,24.3,68.0,1.2,0.0,2
28.53,22.9,24.5,68.0,1.2,0.0,2
28.53,22.9,25.0,65.5,1.2,0.0,2
28.65,22.9,24.5,66.5,1.2,0.0,2
28.65,22.9,23.9,67.5,3.7,0.0,2
28.65,22.9,23.8,69.5,3.7,0.0,2
28.85,22.8,23.8,69.0,3.7,0.0,2
28.53,22.8,24.2,68.5,3.7,0.0,2
28.65,22.8,24.7,69.0,3.7,0.0,2
28.78,22.8,27.7,61.0,3.7,0.0,2
28.53,22.8,29.6,56.5,6.1,0.01,2
28.47,22.8,30.9,53.5,6.1,0.01,2
28.47,22.8,31.2,52.5,6.1,0.01,2
28.47,22.8,31.7,49.5,6.1,0.01,2
29.49,22.8,32.4,49.5,6.1,0.01,2
28.4,22.8,33.3,48.0,6.1,0.01,2
28.4,22.8,33.5,47.0,3.3,0.04,2
28.47,22.8,33.4,47.5,3.3,0.04,2
28.35,22.8,30.6,51.0,3.3,0.04,2
28.35,22.8,31.7,52.5,3.3,0.04,2
28.4,22.8,33.7,50.5,3.3,0.04,2
28.65,22.8,32.7,49.0,3.3,0.04,2
28.22,22.8,32.7,50.5,1.6,0.09,2
28.22,22.8,33.6,47.5,1.6,0.09,2
28.17,22.8,33.7,44.5,1.6,0.09,2
28.1,22.8,33.8,46.0,1.6,0.09,2
28.1,22.8,33.4,47.0,1.6,0.09,2
28.03,22.9,33.1,47.0,1.6,0.09,2
28.03,22.9,33.3,47.0,1.0,0.13,2
27.98,22.9,33.8,46.0,1.0,0.13,2
28.03,22.9,34.3,45.5,1.0,0.13,2
27.98,22.9,34.3,46.5,1.0,0.13,2
28.03,23.0,34.0,44.0,1.0,0.13,2
28.28,23.0,33.8,45.5,1.0,0.13,2
28.1,23.0,34.0,45.0,2.5,0.18,2
28.1,23.0,34.4,44.5,2.5,0.18,2
28.03,23.1,34.0,44.5,2.5,0.18,2
27.98,23.1,34.1,44.5,2.5,0.18,2
27.86,23.1,34.3,44.5,2.5,0.18,2
28.22,23.2,34.3,45.5,2.5,0.18,2
27.67,23.2,34.1,44.0,1.0,0.19,2
27.67,23.2,34.8,44.5,1.0,0.19,2
27.6,23.2,35.2,43.5,1.0,0.19,2
27.67,23.3,35.1,42.0,1.0,0.19,2
27.6,23.3,34.2,43.5,1.0,0.19,2
27.55,23.3,32.9,45.0,1.0,0.19,2
27.55,23.3,32.3,46.0,1.5,0.17,2
27.55,23.4,32.4,46.5,1.5,0.17,2
27.48,23.4,32.2,46.0,1.5,0.17,2
27.48,23.4,32.6,45.5,1.5,0.17,2
27.48,23.5,33.4,45.5,1.5,0.17,2
27.43,23.5,33.9,44.5,1.5,0.17,2
27.43,23.5,34.1,43.0,1.0,0.18,2
27.36,23.5,33.4,43.5,1.0,0.18,2
27.36,23.6,32.8,43.0,1.0,0.18,2
27.31,23.6,32.3,44.5,1.0,0.18,2
27.31,23.6,32.5,45.0,1.0,0.18,2
27.31,23.6,32.6,44.0,1.0,0.18,2
27.19,23.7,32.5,44.5,12.9,0.25,2
27.19,23.7,32.1,45.5,12.9,0.25,2
27.14,23.7,32.7,45.0,12.9,0.25,2
27.14,23.7,33.6,45.5,12.9,0.25,2
27.14,23.7,33.9,41.5,12.9,0.25,2
27.31,23.8,32.7,43.0,12.9,0.25,2
27.07,23.8,32.8,43.0,9.9,0.14,2
27.07,23.8,32.3,44.5,9.9,0.14,2
27.19,23.8,32.0,45.5,9.9,0.14,2
27.43,23.8,33.3,43.5,9.9,0.14,0
27.19,23.8,33.3,43.0,9.9,0.14,2
27.14,23.9,32.3,44.0,9.9,0.14,2
27.19,23.9,31.4,46.0,0.3,0.25,2
27.14,23.9,30.4,47.5,0.3,0.25,2
27.43,23.9,29.9,48.5,0.3,0.25,0
27.14,23.9,29.8,49.0,0.3,0.25,2
27.14,23.9,31.3,47.5,0.3,0.25,2
27.07,23.9,33.0,43.0,0.3,0.25,2
27.07,23.9,32.9,43.5,0.9,0.22,2
27.07,23.9,32.9,43.0,0.9,0.22,2
27.14,23.9,32.6,43.0,0.9,0.22,2
27.07,23.9,32.2,42.0,0.9,0.22,2
27.19,23.9,31.6,43.5,0.9,0.22,2
27.19,23.9,31.2,44.5,0.9,0.22,2
27.07,23.9,30.4,45.5,0.4,0.13,2
26.9,24.0,29.1,48.0,0.4,0.13,2
26.9,23.9,28.4,49.0,0.4,0.13,2
26.9,24.0,27.9,50.0,0.4,0.13,2
27.19,24.0,27.7,50.0,0.4,0.13,2
27.02,24.0,27.7,50.0,0.4,0.13,2
27.02,24.0,27.3,49.5,0.4,0.06,2
27.02,24.0,27.0,50.0,0.4,0.06,2
26.95,24.0,27.0,50.0,0.4,0.06,2
26.95,24.0,26.8,49.5,0.4,0.06,2
26.72,23.9,26.6,50.0,0.4,0.06,2
26.77,23.9,26.3,50.0,0.4,0.06,2
26.77,23.9,26.2,50.0,0.1,0.01,2
26.65,23.9,26.1,50.5,0.1,0.01,2
26.72,23.9,25.8,50.5,0.1,0.01,2
26.72,23.9,25.9,49.5,0.1,0.01,2
26.65,23.9,25.9,49.5,0.1,0.01,2
26.65,23.9,25.8,49.5,0.1,0.01,2
26.65,23.9,25.7,50.0,0.0,0.0,2
26.65,23.9,25.6,50.5,0.0,0.0,2
26.65,23.9,25.6,50.0,0.0,0.0,2
26.65,23.9,25.5,49.5,0.0,0.0,2
26.65,23.9,25.7,49.0,0.0,0.0,2
26.65,23.8,25.6,48.0,0.0,0.0,2
26.65,23.8,25.6,48.0,0.0,0.0,2
26.65,23.8,25.6,48.0,0.0,0.0,2
26.6,23.8,25.6,44.5,0.0,0.0,2
26.6,23.8,25.4,46.0,0.0,0.0,2
26.49,23.8,25.4,45.0,0.0,0.0,2
26.49,23.7,25.1,46.5,0.0,0.0,2
26.49,23.7,24.8,47.5,0.1,0.0,2
26.49,23.7,24.5,48.0,0.1,0.0,2
26.49,23.7,24.4,47.0,0.1,0.0,2
26.49,23.7,24.2,47.0,0.1,0.0,2
26.49,23.7,24.2,47.0,0.1,0.0,2
26.42,23.7,24.3,46.5,0.1,0.0,2
26.42,23.7,24.1,48.0,0.0,0.0,2
26.49,23.6,23.2,49.5,0.0,0.0,2
26.42,23.6,22.6,52.0,0.0,0.0,2
26.37,23.6,21.9,53.5,0.0,0.0,2
26.37,23.6,22.0,53.0,0.0,0.0,2
26.37,23.6,22.3,53.0,0.0,0.0,2
26.37,23.6,22.3,54.0,0.0,0.0,2
26.42,23.5,22.0,55.5,0.0,0.0,2
26.42,23.5,22.2,55.0,0.0,0.0,2
26.37,23.5,21.9,55.5,0.0,0.0,2
26.37,23.5,22.1,55.5,0.0,0.0,2
26.37,23.5,22.0,55.5,0.0,0.0,2
26.37,23.5,22.0,54.5,0.0,0.0,2
26.37,23.4,21.9,53.5,0.0,0.0,2
26.37,23.4,21.6,57.0,0.0,0.0,2
26.32,23.4,20.7,60.5,0.0,0.0,2
26.32,23.4,19.9,62.5,0.0,0.0,2
26.32,23.4,19.4,64.0,0.0,0.0,2
26.32,23.3,19.2,62.5,0.0,0.0,2
26.25,23.3,18.9,64.0,0.0,0.0,2
26.72,23.3,18.7,67.0,0.0,0.0,2
26.72,23.3,19.0,65.0,0.0,0.0,2
26.65,23.3,19.8,63.5,0.0,0.0,2
26.72,23.3,20.8,61.5,0.0,0.0,2
26.72,23.2,21.4,60.5,0.0,0.0,2
26.65,23.2,21.9,60.0,0.0,0.0,2
26.72,23.2,22.3,58.5,0.0,0.0,2
26.6,23.2,22.5,58.0,0.0,0.0,2
26.42,23.2,22.7,57.5,0.0,0.0,2
26.49,23.1,22.8,57.0,0.0,0.0,2
26.19,23.1,22.9,57.0,0.0,0.0,2
26.14,23.1,22.9,57.5,0.0,0.0,2
26.14,23.1,22.7,58.0,0.0,0.0,2
26.14,23.1,23.0,57.5,0.0,0.0,2
26.14,23.0,23.1,57.5,0.0,0.0,2
26.09,23.0,23.1,57.0,0.0,0.0,2
26.09,23.0,22.8,57.5,0.0,0.01,2
26.09,23.0,22.9,58.0,0.0,0.01,2
26.02,23.0,22.8,58.0,0.0,0.01,2
26.02,22.9,22.8,58.5,0.0,0.01,2
25.96,22.9,22.7,59.0,0.0,0.01,2
26.02,22.9,22.7,58.0,0.0,0.01,2
26.02,22.9,22.8,58.5,0.1,0.06,2
26.32,22.8,23.0,57.5,0.1,0.06,2
26.32,22.8,23.3,57.5,0.1,0.06,2
26.25,22.8,23.3,56.5,0.1,0.06,2
26.09,22.8,23.4,57.5,0.1,0.06,2
25.96,22.8,23.4,57.5,0.1,0.06,2
26.19,22.8,23.6,59.0,0.2,0.14,2
26.02,22.8,24.0,57.0,0.2,0.14,2
25.8,22.7,24.3,57.0,0.2,0.14,2
26.02,22.8,24.7,57.0,0.2,0.14,2
26.14,22.7,25.4,52.0,0.2,0.14,2
